Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	ADM 116/2616	Case No. 1678			S/M L. 55 sunk by Russian warships - recovery of bodies	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671231
>>>>>> 	ADM 116/2617	Case No. 1749			H.M.S. CORNWALL South American Cruise	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671232
>>>>>> 	ADM 116/2618	Case No. 1751			H.M. Ships AMBUSCADE and AMAZON - South American Cruise	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671233
>>>>>> 	ADM 116/2619	Case No. 1781			2nd Cruiser Squadron - report on Baltic proceedings. � Includes 5 photographs depicting: HMS Valhalla, Wolfhound and Westcott of the 6th Destroyer Flotilla in the harbour of Varberg in Sweden during the 2nd Cruiser Squadron's Baltic cruise in 1928. Dated 1928.	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671234
>>>>>> 	ADM 116/2620	Case No. 1797			H.M.S. DAUNTLESS stranded off Halifax - Court of Enquiry and Courts Martial	1928	 	Now ADM 156/98			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671235
>>>>>> 	ADM 116/2621	Case No. 1821			East Indies and Persian Gulf - reports of proceedings	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671236
>>>>>> 	ADM 116/2622	Case No. 1822			Emergency Compensation Committee	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671237
>>>>>> 	ADM 116/2623	Case No. 1823			H.M. Ships of the New Zealand Squadron	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671238
>>>>>> 	ADM 116/2624	Case No. 1831			China Station - letters of proceedings of H.M. Ships	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671239
>>>>>> 	ADM 116/2625	Case No. 1835			America and West Indies Station - letters of proceedings of H.M. Ships etc.	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671240
>>>>>> 	ADM 116/2626	Case No. 1844			Non Trade-Unionists - representation on Dockyard Whitley Councils etc.	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671241
>>>>>> 	ADM 116/2627	Case No. 1865			British Territorial Rights in Antarctic	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671242
>>>>>> 	ADM 116/2628	Case No. 1885			Persian Gulf - situation at Sur	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671243
>>>>>> 	ADM 116/2629	Case No. 1892			Persian Gulf - Tumb Island incident	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671244
>>>>>> 	ADM 116/2630	Case No. 1918			Red Sea Sloops - reports of proceedings	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671245
>>>>>> 	ADM 116/2631	Case No. 1931			Perso-Iraq Frontier question	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671246
>>>>>> 	ADM 116/2632	Case No. 1936			Codification of International Law - Territorial waters	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671247
>>>>>> 	ADM 116/2633	Case No. 1936			Codification of International Law - Territorial waters	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671248
>>>>>> 	ADM 116/2634	Case No. 1952			Persia - suppression of Slave Traffic	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671249
>>>>>> 	ADM 116/2635	Case No. 1954			Naval Mission to Greece 1929	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671250
>>>>>> 	ADM 116/2636	Case No. 1955			America and West Indies Station - letters of proceedings etc.	1928-1929	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671251
>>>>>> 	ADM 116/2637	Case No. 1955			America and West Indies Station - letters of proceedings etc.	1928-1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671252
>>>>>> 	ADM 116/2638	Case No. 1975			East Indies and Persian Gulf - reports of proceedings	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671253
>>>>>> 	ADM 116/2639	Case No. 1977			British Naval advisory assistance to China	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671254
>>>>>> 	ADM 116/2640	Case No. 1979			Fishery protection duties	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671255
>>>>>> 	ADM 116/2641	Case No. 1992			The R.A.F. in the Persian Gulf - employment of flying boats	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671256
>>>>>> 	ADM 116/2642	Case No. 2008			Antarctic - Inter-departmental Conference on future policy in	1928-1930	 				Open Document, Open Description	Closed for 	50		C3671257
>>>>>> 	ADM 116/2643	Case No. 2016			New Zealand Division - report of proceedings of H.M. Ships	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671258
>>>>>> 	ADM 116/2644	Case No. 2024			League of Nations - Conference of International Law - territorial waters	1928-1930	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671259
>>>>>> 	ADM 116/2645	Case No. 2024			League of Nations - Conference of	1930	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671260
>>>>>> 	ADM 116/2646	Case No. 2024			League of Nations - Conference of	1930	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671261
>>>>>> 	ADM 116/2647	Case No. 2027			Instructions for Collectors and Officers of Customs and Excise in time of war	1928-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671262
>>>>>> 	ADM 116/2648	Case No. 2032			British fishing trawlers off Murman Coast - Naval protection of	1928	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671263
>>>>>> 	ADM 116/2649	Case No. 2032			British fishing trawlers off Murman Coast - Naval protection of	1928-1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671264
>>>>>> 	ADM 116/2650	Case No. 2057			League of Nations - discussions by heads of H.M. Three Services	1928	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671265
>>>>>> 	ADM 116/2651	Case No. 2057			League of Nations - private manufacture of arms	1928-1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671266
>>>>>> 	ADM 116/2652	Case No. 2070			League of Nations Security Committee	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671267
>>>>>> 	ADM 116/2653	Case No. 2077			S.S. 'IRENE' - destruction by H.M. Submarine L. 24	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671268
>>>>>> 	ADM 116/2654	Case No. 2091			Malta - berthing arrangements	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671269
>>>>>> 	ADM 116/2655	Case No. 2108			Chile - British Naval Advisory Mission	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671270
>>>>>> 	ADM 116/2656	Case No. 2189			Aden - defence scheme	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671271
>>>>>> 	ADM 116/2657	Case No. 2192			Africa Station - reports of proceedings	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671272
>>>>>> 	ADM 116/2658	Case No. 2309			Overseeing Services - economies in organisation and staff - committees	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671273
>>>>>> 	ADM 116/2659	Case No. 2329			Foreign war memorials - placing of wreaths on	1928-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671274
>>>>>> 	ADM 116/2660	Case No. 2457			Admiralty facilities in discovery of new fishing grounds	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671275
>>>>>> 	ADM 116/2661	Case No. 2462			R.M. Officers - inadequacy in numbers	1928-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671276
>>>>>> 	ADM 116/2662	Case No. 2571			South Africa - table of precedence	1928-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671277
>>>>>> 	ADM 116/2663	Case No. 2642			International Radio - telegraph Convention - Washington 1927	1928-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671278
>>>>>> 	ADM 116/2664	Case No. 2720			League of Nations - Security Committee	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671279
>>>>>> 	ADM 116/2665	Case No. 2747			Preparatory Commission for the Disarmament Conference	1928-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671280
>>>>>> 	ADM 116/2666	Case No. 2919			Abolition of promotion on the retired list	1928-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671281
>>>>>> 	ADM 116/2667	Case No. 3415			H.M. Ships - visits to Foreign ports - procedure	1928-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671282
>>>>>> 	ADM 116/2668	Case No. 3466			League of Nations - Security Committee	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671283
>>>>>> 	ADM 116/2669	Case No. 3516			Cinematograph Films Committee	1928-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671284
>>>>>> 	ADM 116/2670	Case No. 3524			Royal Indian Marines - relative rank	1928-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671285
>>>>>> 	ADM 116/2671	Case No. 3567			Henjam - naval position in the Persian Gulf	1928-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671286
>>>>>> 	ADM 116/2672	Case No. 3635			Nautical Almanac Office	1928-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671287
>>>>>> 	ADM 116/2673	Case No. 3669			Treaty for the Renunciation of War	1928-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671288
>>>>>> 	ADM 116/2674	Case No. 3689			Reduction and simplification of correspondence between the Fleet and the Admiralty - Committee	1928-1929	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671289
>>>>>> 	ADM 116/2675	Case No. 3689			Reduction and simplification of correspondence between the Fleet and the Admiralty - Committee		 	Vol. 2 Not for production			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671290
>>>>>> 	ADM 116/2676	Case No. 3725			Cost-accounting of Vote 8 expenditure - introduction of revised system	1928-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671291
>>>>>> 	ADM 116/2677	Case No. 3755			Aircraft carriers: HMS HERMES operations and repairs	1928-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3998930
>>>>>> 	ADM 116/2678	Case No. 3774			H.M. Ships - names allocated - programmes 1928-1931	1928-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671292
>>>>>> 	ADM 116/2679	Case No. 3949			Films and the Royal Navy - as to grant of naval facilities	1928-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671293
>>>>>> 	ADM 116/2680	Case No. 4058			Annual leave with pay for industrial work-people	1928-1930	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671294
>>>>>> 	ADM 116/2681	Case No. 4058			Annual leave with pay for industrial work-people - Woolwich Arsenal	1929-1931	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671295
>>>>>> 	ADM 116/2682A	Case No. 4222			Organisation of technical staffs of signal and mining schools	1928-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671296
>>>>>> 	ADM 116/2682B	Case No. 4936			Usborne Committee on Torpedo Experimental Works	1928-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671297
>>>>>> 	ADM 116/2683	Case No. 5233			Re-organisation of the Naval staff	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671298
>>>>>> 	ADM 116/2684	Case No. 5961			Manual of Mobile Naval Base Defence Organisation	1928-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671299
>>>>>> 	ADM 116/2685	Case No. 11394			Destroyer policy	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671300
>>>>>> 	ADM 116/2686	Case No. 1832			U.S.A. and British Naval policy	1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671301
>>>>>> 	ADM 116/2687	Case No. 1841			Loss of Submarine H.47 - Court Martial of Lieutenant R.J. Gardner R.N. Now ADM 156/99	1929	 	Now ADM 156/99			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671302
>>>>>> 	ADM 116/2688	Case No. 1871			Visit of 2nd Cruiser Squadron to Baltic ports. � Includes 2 photographs depicting: The graves of four British soldiers (named) at the cemetery of Riseberga in Ljungyhed, Sweden. Dated 1929.	1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671303
>>>>>> 	ADM 116/2689	Case No. 1896			Naval Disarmament Conference	1929	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671304
>>>>>> 	ADM 116/2690	Case No. 1896			Naval Disarmament Conference	1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671305
>>>>>> 	ADM 116/2691	Case No. 1900			Loss of Submarine H.47 Now ADM 156/100	1929	 	Now ADM 156/100			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671306
>>>>>> 	ADM 116/2692	Case No. 1910			Iraq oil concessions	1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671307
>>>>>> 	ADM 116/2693	Case No. 1920			Iraq - financial and military agreements with Great Britain	1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671308
>>>>>> 	ADM 116/2694	Case No. 1944			China Station - reports of proceedings	1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671309
>>>>>> 	ADM 116/2695	Case No. 1957			Red Sea sloops - reports of proceedings	1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671310
>>>>>> 	ADM 116/2696	Case No. 1995			Persia - formation of Naval Force proposed	1929-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671311
>>>>>> 	ADM 116/2697	Case No. 2007			Health Committee of the League of Nations	1929-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671312
>>>>>> 	ADM 116/2698	Case No. 2014			Mediterranean Fleet - visits to European ports	1929-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671313
>>>>>> 	ADM 116/2699	Case No. 2015			Atlantic Fleet - reports of proceedings	1929-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671314
>>>>>> 	ADM 116/2700	Case No. 2075			Disturbances in Palestine - report of proceedings	1929-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671315
>>>>>> 	ADM 116/2701	Case No. 2087			Distribution of the Fleet	1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671316
>>>>>> 	ADM 116/2702	Case No. 2107			Piracy in Chinese waters	1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671317
>>>>>> 	ADM 116/2703	Case No. 2240			Navy and Marines (Wills) Act. 1930	1929-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671318
>>>>>> 	ADM 116/2704	Case No. 2244			Slave Trading - leakage of reports of movements of H.M. Ships	1929-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671319
