Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>>>	WO 33/12/1863/210	Paper number 210			Observations on Russian military operations in the Steppes. ¶ Missing at transfer	1863	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215979
>>>>>>>	WO 33/12/1863/211	Paper number 211			Memorandum on the American question	1863	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215980
>>>>>>>	WO 33/12/1863/212	Paper number 212			Recognition of the independence of the Southern States of the North American Union	1863	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215981
>>>>>>>	WO 33/12/1	Paper number 209			Report of the Ordnance Select Committee on the Horsfall gun	1862	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C16670431
>>>>>> 	WO 33/13				Papers, 1864. (Described at item level)	1864	 		For item/s extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C1202586
>>>>>>>	WO 33/13/1864/213	Paper number 213			Selections from papers relating to charges against Lieut.-Col. Crawley and Paymaster Smales, in reference to death of Serjeant-Major Lilley	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215982
>>>>>>>	WO 33/13/1864/214	Paper number 214			Abstract of proceedings of Ordnance Select Committee 1st Oct. - 31st Dec., 1863	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215983
>>>>>>>	WO 33/13/1864/215	Paper number 215			Report on the Federal Swiss army	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215984
>>>>>>>	WO 33/13/1864/216	Paper number 216			Strength of navies of Denmark, Prussia and Austria	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215985
>>>>>>>	WO 33/13/1864/217	Paper number 217			Selections from correspondence relating to claims made by War Office against Paymaster J.G.H. Holmes	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215986
>>>>>>>	WO 33/13/1864/218	Paper number 218			Report of Committee considering the working of existing regulations etc. of Army Hospital Corps	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215987
>>>>>>>	WO 33/13/1864/220	Paper number 220			General index to abstracts of proceedings and reports of the Ordnance Select Committee, 1863	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215988
>>>>>>>	WO 33/13/1864/221	Paper number 221			List of experimental guns under trial by Ordnance Select Committee	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215989
>>>>>>>	WO 33/13/1864/224	Paper number 224			Memorandum relating to steel manufactured at Sheffield and other parts of Great Britain	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215990
>>>>>>>	WO 33/13/1864/225	Paper number 225			Transactions and report of special Committee on iron	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215991
>>>>>>>	WO 33/13/1864/226	Paper number 226			Abstracts of proceedings of Ordnance Select Committee for quarter ending 31st Mar. 1864	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215992
>>>>>>>	WO 33/13/1864/227	Paper number 227			Plan of principal lines of parapet of works on Western Heights, Dover	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215993
>>>>>>>	WO 33/13/1864/228	Paper number 228			Memorandum on British possessions on West coast of Africa	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215994
>>>>>> 	WO 33/14				Papers, 1864. (Described at item level)	1864	 		For item/s extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C1202587
>>>>>>>	WO 33/14/1864/229	Paper number 229			Report upon military affairs of United States of America	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215995
>>>>>>>	WO 33/14/1864/230	Paper number 230			Abstract of proceedings of the Ordnance Select Committee, quarter ending 30th June, 1864	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215996
>>>>>>>	WO 33/14/1864/231	Paper number 231			Suggestions in regard to sanitary works required for improving Indian stations prepared by the Barrack and Hospital Improvement Commission	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215997
>>>>>>>	WO 33/14/1864/232	Paper number 232			Further list of experimental guns ordered to be tried by the Ordnance Select Committee, in continuation of a list of guns tried 1862-1863	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215998
>>>>>>>	WO 33/14/1864/233	Paper number 233			Transactions and report of special Committee on iron	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6215999
>>>>>>>	WO 33/14/1864/234	Paper number 234			Abstracts of proceedings of Ordnance Select Committee for quarter ending 30th Sept. 1864	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216000
>>>>>>>	WO 33/14/1864/235	Paper number 235			Addenda to selections from papers relating to certain charges against Lieut.-Col. Crawley and Paymaster Smales, and to the condition of the 6th Royal Dragoons	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216001
>>>>>>>	WO 33/14/1864/237	Paper number 237			Map of route from the Syr-Daria river to Bokhara	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216002
>>>>>>>	WO 33/14/1864/240	Paper number 240			Report upon the fraudulent enlistments into the Royal Artillery and upon the mode of conducting the recruitment of that regiment. ¶ Missing from volume - but accessioned as WO 33/14/1 in 2018	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216003
>>>>>>>	WO 33/14/1864/241	Paper number 241			Report and proceedings of the Committee appointed by the Secretary of State for War, with the concurrence of the Field-Marshal Commanding-in-Chief, to report upon the advisability of arming the infantry either in whole or in part, with breech-loading arms	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216004
>>>>>>>	WO 33/14/1864/242	Paper number 242			Report of Ordnance Select Committee on various plans of breech-loading small arms submitted between 1859-1864. ¶ Missing from volume - but accessioned as WO 33/14/2 in 2018	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216005
>>>>>>>	WO 33/14/1864/243	Paper number 243			Supply of arms to Colonial militia	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216006
>>>>>>>	WO 33/14/1864/244	Paper number 244			Report on gymnastic instruction for the army	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216007
>>>>>>>	WO 33/14/1864/245	Paper number 245			Return showing value of stores issued for experiments carried on by Ordnance Select Committee	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216008
>>>>>>>	WO 33/14/1864/246	Paper number 246			Appointment of Committee to enquire into properties of Gun Cotton as a substitute for Gunpowder	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216009
>>>>>>>	WO 33/14/1864/247	Paper number 247			Minute of Lord de Grey on case of Lieut.-Col. Crawley and Capt. Smales. ¶ Missing from volume - but accessioned as WO 33/14/3 in 2018	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216010
>>>>>>>	WO 33/14/1864/248	Paper number 248			Report of Lieut.-Col. Boxer on the explosion of gunpowder near Erith. ¶ Missing from volume - but accessioned as WO 33/14/4 in 2018	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216011
>>>>>>>	WO 33/14/1864/249	Paper number 249			Abstract of proceedings of Ordnance Select Committee for quarter ending 31st Dec. 1864	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216012
>>>>>>>	WO 33/14/1864/250	Paper number 250			Copy of correspondence and reports relative to Mr. C.W. Lancaster's claims on War Department on account of his patent services in connection with the oval-bore system of rifling.	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216013
>>>>>>>	WO 33/14/1	Paper number 240			Report upon the fraudulent enlistments into the Royal Artillery and upon the mode of conducting the recruiting of that regiment	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C16670432
>>>>>>>	WO 33/14/2	Paper number 242			Breech-loading small arms: report of the Ordnance Select Committee on various plans submitted between 1859 and 1864	1864 Aug	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C16670433
>>>>>>>	WO 33/14/3	Paper number 247			Minute of Lord de Grey on case of Lieutenant-Colonel Crawley and Captain Smales	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C16670434
>>>>>>>	WO 33/14/4	Paper number 248			Report by Lietenant-Colonel Boxer, Royal Artillery, on the explosion of gunpowder near Erith. With plan	1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C16670435
>>>>>> 	WO 33/15				Papers, 1865. (Described at item level)	1865	 		For item/s extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C1202588
>>>>>>>	WO 33/15/1865/251	Paper number 251			Correspondence relative to operations on West Coast of Africa, 1863-1864	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216014
>>>>>>>	WO 33/15/1865/252	Paper number 252			Statement of results obtained against iron plates with shot and shell of various natures	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216015
>>>>>>>	WO 33/15/1865/253	Paper number 253			Report of Lieut.-Col. Boxer, R A. on gunpowder mills and magazines. ¶ Missing at transfer	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216016
>>>>>>>	WO 33/15/1865/254	Paper number 254			General index to abstracts of proceedings and reports of Ordnance Select Committee for the year 1864	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216017
>>>>>>>	WO 33/15/1865/255	Paper number 255			Abstracts of proceedings of Ordnance Select Committee for quarter ending 31st Mar. 1865	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216018
>>>>>>>	WO 33/15/1865/256	Paper number 256			First report of Director of Ordnance for the year 1864-1865	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216019
>>>>>>>	WO 33/15/1865/257	Paper number 257			Memorandum by Defence Committee on report by Lieut.-Col. Jervois on defence of Canada	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216020
>>>>>>>	WO 33/15/1865/258	Paper number 258			Report of Transport department on interchange of troops between England and India via Egypt	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216021
>>>>>>>	WO 33/15/1865/259	Paper number 259			Abstract of proceedings of Ordnance Select Committee for quarter ending 30th June, 1865	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216022
>>>>>>>	WO 33/15/1865/260	Paper number 260			Report of Committee appointed to inquire into effect on health of the present system of carrying accoutrements, ammunition and kit of infantry soldiers, and drill etc. of recruits	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216023
>>>>>>>	WO 33/15/1865/261	Paper number 261			Camp at Chalons: Papers issued to general and staff officers serving at the camp by Marshal Mac-Mahon	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216024
>>>>>>>	WO 33/15/1865/262	Paper number 262			Report of a professional tour by officers of the Royal Artillery in Sweden, the Netherlands and Belgium	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216025
>>>>>>>	WO 33/15/1865/263	Paper number 263			Report on desertion from Russian army by Capt. Ilcashevitch 1841-1847, 1850-1852, 1857-1861	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216026
>>>>>>>	WO 33/15/1865/264	Paper number 264			Russian advances in Asia	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216027
>>>>>>>	WO 33/15/1865/265	Paper number 265			Defence of Canada and British naval stations in the North Atlantic together with observations on defence of New Brunswick	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216028
>>>>>>>	WO 33/15/1865/266	Paper number 266			Abstract of proceedings of Ordnance Select Committee for quarter ending 30th Sept. 1865	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216029
>>>>>>>	WO 33/15/1865/268	Paper number 268			Opinions of Committee appointed to report on the question of army signals and telegraphy	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216030
>>>>>>>	WO 33/15/1865/269	Paper number 269			First report of Magazine Committee	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216031
>>>>>> 	WO 33/16				Papers, 1865. (Described at item level)	1865	 		For item/s extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C1202589
>>>>>>>	WO 33/16/1865/270	Paper number 270			Abstracts of proceedings of Ordnance Select Committee for quarter ending 31 December 1865	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216032
>>>>>>>	WO 33/16/1865/270I	Paper number 270 I			Journals of Deputy Quartermaster General in New Zealand, 24 December 1861-13 October 1865	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216033
>>>>>>>	WO 33/16/1865/270II	Paper number 270 II			Selections from despatches and letters relative to conduct of military operations in New Zealand 1860-1865	1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216034
>>>>>> 	WO 33/17A				Papers, 1866. (Described at item level)	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1202590
>>>>>>>	WO 33/17A/1866/271	Paper number 271			Correspondence relative to the over-crowding, sickness and mortality at Hong Kong and Kowloon 1864-1866	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216035
>>>>>>>	WO 33/17A/1866/273	Paper number 273			Correspondence relative to Commissariat operations during the disturbances in New Zealand	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216036
>>>>>>>	WO 33/17A/1866/274	Paper number 274			Report of Committee to inquire into treatment and prevention of venereal disease in the army and navy	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216037
>>>>>>>	WO 33/17A/1866/275	Paper number 275			Report of a Committee appointed to inquire into the equalization of stoppages from the soldiers for rations at home, abroad, in hospital and on board ship; and the improvements required in the composition of his ration	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216038
>>>>>>>	WO 33/17A/1866/276	Paper number 276			General index to the abstract of proceedings and reports of the Ordnance Select Committee 1865	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216039
>>>>>>>	WO 33/17A/1866/277	Paper number 277			Proceedings of the court martial upon Sergeant Darragh	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216040
>>>>>>>	WO 33/17A/1866/278	Paper number 278			Proceedings of a general court martial held at Cork, by order of General the Right Honourable Sir Hugh Rose, G.C.B., K.S.I. commanding the forces in Ireland	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216041
>>>>>>>	WO 33/17A/1866/279	Paper number 279			Mortality among troops in China	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216042
>>>>>>>	WO 33/17A/1866/280	Paper number 280			Memorandum on the Military Train with notes on the Commissariat arrangements for the expeditionary force to Pekin in 1860-1861	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216043
>>>>>>>	WO 33/17A/1866/281	Paper number 281			Observations on the case of Sergeant Darragh	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216044
>>>>>>>	WO 33/17A/1866/282	Paper number 282			Observations by the Judge Advocate-General to General Sir Hugh Rose on charges proposed to be preferred against Private Robert Cranston	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216045
>>>>>>>	WO 33/17A/1866/283	Paper number 283			Minutes of evidence taken before a Committee to inquire into civil establishment of the army	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216046
>>>>>>>	WO 33/17A/1866/284	Paper number 284			Correspondence between Treasury and War Office subject to allowances of officers serving with British troops in China	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216047
>>>>>>>	WO 33/17A/1866/285	Paper number 285			Abstracts of proceedings of Ordnance Select Committee for quarter ending 31st March 1866	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216048
>>>>>>>	WO 33/17A/1866/286	Paper number 286			Russian advances in Asia (continuation)	1866	 		For an item extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216049
>>>>>>>	WO 33/17A/1866/287	Paper number 287			Charge of the Right Hon. Mr. Justice Fitzgerald on the trial of O'Riordan for treason-felony, before the Special Commission held at Cork Dec. 1865	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216050
>>>>>>>	WO 33/17A/1866/288	Paper number 288			Memorandum on transport for an army in the field	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216051
>>>>>>>	WO 33/17A/1866/289	Paper number 289			Memorandum on organisation and composition of the Military Train or transport of the Russian army	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216052
>>>>>>>	WO 33/17A/1866/290	Paper number 290			Venetia with the Quadrilateral, a military geographical sketch by M. Biffert	1866	 		For items extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216053
>>>>>>>	WO 33/17A/1866/291	Paper number 291			Memorandum on transport arrangements of the Prussian army	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216054
>>>>>>>	WO 33/17A/1866/292	Paper number 292			Strength, Composition and Organisation of armies in Austria, Italy, and Prussia	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216055
>>>>>>>	WO 33/17A/1866/293	Paper number 293			Details of Vote 14, 1866-1867. ¶ Missing at transfer	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216056
>>>>>>>	WO 33/17A/1866/294	Paper number 294			Abstract of proceedings of Ordnance Select Committee for quarter ending 30th June 1866	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216057
>>>>>>>	WO 33/17A/1866/295	Paper number 295			Space required and articles to be exhibited by the War department at the Paris Exhibition 1867	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216058
>>>>>>>	WO 33/17A/1866/296	Paper number 296			Report on military points connected with Ceylon and on certain recommendations of the Commission on Military Expenditure	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216059
>>>>>>>	WO 33/17A/1866/297	Paper number 297			Report on progress made in construction of fortifications for the defence of the dockyards and naval arsenals of the United Kingdom. ¶ Missing at transfer	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216060
>>>>>>>	WO 33/17A/1866/298	Paper number 298			Arming infantry with breech-loaders	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216061
>>>>>>>	WO 33/17A/1866/299	Paper number 299			Memorandum on a casemated structure of granite with iron shields at the embrasures carried on at Shoeburyness May and Nov. 1865	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216062
>>>>>>>	WO 33/17A/1866/300	Paper number 300			Memorandum by Floating Obstructions Committee on extemporizing torpedoes	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216063
>>>>>>>	WO 33/17A/1866/301	Paper number 301			Annual report on instruction and employment of Sergeant Cooks for year ending 31st March 1865	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216064
>>>>>>>	WO 33/17A/1866/302	Paper number 302			Abstracts of proceedings of Ordnance Select Committee for quarter ending 30th Sept. 1866	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216065
>>>>>>>	WO 33/17A/1866/303	Paper number 303			Report on causes of reduced mortality in French army serving in Algeria	1866	 		For items extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216066
>>>>>>>	WO 33/17A/1866/304	Paper number 304			Campaign in Austria 1866. ¶ Missing from volume - but accessioned as WO 33/17A/1 in 2018	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216067
>>>>>>>	WO 33/17A/1866/305	Paper number 305			Report on passive obstructions for defence of harbour and channels by Committee on Floating Obstructions and sub-marine explosive machines	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216068
>>>>>>>	WO 33/17A/1866/306	Paper number 306			Memorandum by J. Peel on army reserves	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216069
>>>>>>>	WO 33/17A/1866/307	Paper number 307			Report of Committee appointed by Lord Hartington to consider: 1. The maintenance of the principle of complete responsibility of the head of each department for the expenditure of his vote 2. Simplification of office work in Store Branch 3. To securethat stores should not be wasted by being kept in storage when they might be used by some department 4. To find more simple plan of keeping accountes between Votes 4, 7, 13 and 14 5. The working of circular No. 824	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216070
>>>>>>>	WO 33/17A/1	Paper number 304			Campaign in Austria, 1866. With plan	1866 Sept	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C16670436
>>>>>> 	WO 33/17B				Photocopies of some papers omitted from WO 33/17A. (Described at item level)	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1202591
>>>>>>>	WO 33/17B/1866/272	Paper number 272			Correspondence relative to employment of Asiatic troops in Hong Kong	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216071
>>>>>>>	WO 33/17B/1866/298	Paper number 298			Arming infantry with breech-loaders	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216072
>>>>>>>	WO 33/17B/1	Paper number 298			Arming infantry with breech-loaders	1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C9948537
>>>>>> 	WO 33/18				Papers, 1867. (Described at item level)	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1202592
>>>>>>>	WO 33/18/1867/308	Paper number 308			Russian advances in Asia (continuation No. 2)	1867	 		For items extracted from this item see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216073
>>>>>>>	WO 33/18/1867/309	Paper number 309			Abstracts of proceedings of Ordnance Select Committee for quarter ending 31st Dec. 1866	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216074
>>>>>>>	WO 33/18/1867/310	Paper number 310			General index to reports and proceedings of Ordnance Select Committee for the year 1866	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216075
>>>>>>>	WO 33/18/1867/311	Paper number 311			Memorandum deeming it expedient that information should be collected from War Office records showing what aid can lawfully be given to Civil Power by the Regular and Auxillary forces	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216076
>>>>>>>	WO 33/18/1867/312	Paper number 312			Memorandum of Col. Reilly on Prussian army in relation to the campaign of 1866. ¶ Missing from volume - but accessioned as WO 33/18/1 in 2018	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216077
>>>>>>>	WO 33/18/1867/313	Paper number 313			Memorandum on bill for establishing a reserve force. ¶ Missing from volume - but accessioned as WO 33/18/2 in 2018	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216078
>>>>>>>	WO 33/18/1867/314	Paper number 314			Memorandum relative to the defence of Col. Nelson in an action brought against him by Alexander Phillips. ¶ Missing from volume - but accessioned as WO 33/18/3 in 2018	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216079
>>>>>>>	WO 33/18/1867/315	Paper number 315			Memorandum relative to the defence of Col. Nelson in an action for wilful murder of George Gordon. ¶ Missing from volume - but accessioned as WO 33/18/4 in 2018	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216080
>>>>>>>	WO 33/18/1867/316	Paper number 316			Instructions to, and report of, Committee on formation of an army of reserve. ¶ Missing from volume - but accessioned as WO 33/18/5 in 2018	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216081
>>>>>>>	WO 33/18/1867/317	Paper number 317			Memorandum of Mr. Clode on Enlistment and Reserves Bill. ¶ Missing from volume - but accessioned as WO 33/18/6 in 2018	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216082
>>>>>>>	WO 33/18/1867/318	Paper number 318			Second report of Director of Ordnance for the year 1865-1866	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216083
>>>>>>>	WO 33/18/1867/319	Paper number 319			Report of Committee on Administration of Transport and Supply Departments of the Army. ¶ Missing at transfer	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216084
>>>>>>>	WO 33/18/1867/320	Paper number 320			Abstracts of proceedings of Ordnance Select Committee for quarter ending 31st March 1867	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216085
>>>>>>>	WO 33/18/1867/321	Paper number 321			Short sketch of campaign in Austria 1866 by Lieut.-Col. Cooke R.E., with a description of the battlefield of Sadowa by Capt. Webber R.E. ¶ Missing from volume - but accessioned as WO 33/18/7 in 2018	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216086
>>>>>>>	WO 33/18/1867/322	Paper number 322			Minute by W. Denison on anomalous position in which the corps of the Royal Engineers is placed due to incompleteness of the mode of amalgamation of the East Indian Engineers with the Royal Engineers	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216087
>>>>>>>	WO 33/18/1867/323	Paper number 323			Report of Fortification Committee on plans proposed for defence of Melbourne, Victoria and Port Jackson, New South Wales	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216088
>>>>>>>	WO 33/18/1867/324	Paper number 324			Abstracts of proceedings of Ordnance Select Committee for quarter ending 30th June 1867	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216089
>>>>>>>	WO 33/18/1867/325	Paper number 325			Observations of Director of Stores on Col. Reilly's memorandum on the Prussian Army (312). ¶ Missing from volume - but accessioned as WO 33/18/8 in 2018	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216090
>>>>>>>	WO 33/18/1867/326	Paper number 326			Intermediate report of Committee on Floating Obstructions and Submarine Explosive Machines	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216091
>>>>>>>	WO 33/18/1867/327	Paper number 327			Memorandum by Defence Committee on report of Fortification Committee with reference to the defence of Port Phillip and Hobson's Bay	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216092
>>>>>>>	WO 33/18/1867/328	Paper number 328			Report of Committee on supply of stores by the War Office to the Indian government together with minutes of evidence	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216093
>>>>>>>	WO 33/18/1867/329	Paper number 329			Memorandum on fortresses of Ceylon. With maps	1867	 		For an extracted item see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216094
>>>>>>>	WO 33/18/1867/330	Paper number 330			Statement relative to the pecuniary position of the Soldier, and Agricultural and Town Labourer	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216095
>>>>>>>	WO 33/18/1867/331	Paper number 331			Second report of Committee on effect of the present system of accoutrements and knapsacks on the health of the infantry soldiers	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216096
>>>>>>>	WO 33/18/1867/332	Paper number 332			Abstract of proceedings of Ordnance Select Committee for quarter ending 30th Sept. 1867	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216097
>>>>>>>	WO 33/18/1867/333	Paper number 333			Reply by Col. Reilly to observations of Admiral Cuffin on his memorandum on Prussian army (325). ¶ Missing from volume - but accessioned as WO 33/18/9 in 2018	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216098
>>>>>>>	WO 33/18/1867/334	Paper number 334			Observations on the report of the Committee appointed to inquire into the administration of the Transport and Supply departments of the army	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216099
>>>>>>>	WO 33/18/1867/335	Paper number 335			Report of the Select Committee on the trial of the 'Gibraltar'' iron shield at Shoeburyness 25th Oct. 1867	1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216100
>>>>>>>	WO 33/18/1867/336	Paper number 336			Improvements to defences of Malta and Gibraltar rendered necessary by the introduction of iron plated ships and rifled guns, etc.	1867	 		For an extracted item see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C6216101
